age,years_experience,education_level,department,performance_score,performance_category,score_per_year,education_rank,performance_level,age_group,experience_band
30,30,Bachelor,Finance,4.0,Average,0.13333333333333333,2.0,Low,Mid-Career,Senior
35,37,PhD,Sales,1.0,Poor,0.02702702702702703,4.0,Low,Mid-Career,Senior
52,23,Master,Tech,5.0,Average,0.21739130434782608,3.0,Low,Senior,Senior
28,10,Master,Finance,9.0,Very Good,0.9,3.0,High,Young,Junior
25,5,High School,Sales,1.0,Poor,0.2,1.0,Low,Young,Entry
35,36,PhD,Tech,9.0,Very Good,0.25,4.0,High,Mid-Career,Senior
48,34,Bachelor,Tech,8.0,Very Good,0.23529411764705882,2.0,High,Senior,Senior
22,31,Master,HR,6.0,Good,0.1935483870967742,3.0,Medium,Young,Senior
39,10,Master,Sales,7.0,Good,0.7,3.0,Medium,Mid-Career,Junior
55,19,Bachelor,Sales,3.0,Poor,0.15789473684210525,2.0,Low,Senior,Mid
58,31,Bachelor,HR,2.0,Poor,0.06451612903225806,2.0,Low,Senior,Senior
48,3,PhD,HR,1.0,Poor,0.3333333333333333,4.0,Low,Senior,Entry
34,24,Master,HR,3.0,Poor,0.125,3.0,Low,Mid-Career,Senior
27,32,High School,Finance,6.0,Good,0.1875,1.0,Medium,Young,Senior
40,22,Master,Sales,8.0,Very Good,0.36363636363636365,3.0,High,Mid-Career,Senior
58,23,High School,Finance,9.0,Very Good,0.391304347826087,1.0,High,Senior,Senior
38,2,Bachelor,Finance,7.0,Good,3.5,2.0,Medium,Mid-Career,Entry
42,27,Master,HR,4.0,Average,0.14814814814814814,3.0,Low,Mid-Career,Senior
30,2,High School,Tech,6.0,Good,3.0,1.0,Medium,Mid-Career,Entry
30,26,Bachelor,Tech,5.0,Average,0.19230769230769232,2.0,Low,Mid-Career,Senior
43,17,Master,Finance,8.0,Very Good,0.47058823529411764,3.0,High,Mid-Career,Mid
55,33,Master,Finance,1.0,Poor,0.030303030303030304,3.0,Low,Senior,Senior
59,9,High School,HR,1.0,Poor,0.1111111111111111,1.0,Low,Senior,Junior
43,39,High School,Finance,6.0,Good,0.15384615384615385,1.0,Medium,Mid-Career,Senior
22,29,High School,HR,10.0,Excellent,0.3448275862068966,1.0,High,Young,Senior
41,26,Bachelor,Tech,2.0,Poor,0.07692307692307693,2.0,Low,Mid-Career,Senior
21,35,High School,Tech,5.0,Average,0.14285714285714285,1.0,Low,Young,Senior
43,25,Master,Sales,1.0,Poor,0.04,3.0,Low,Mid-Career,Senior
49,24,Master,Tech,7.0,Good,0.2916666666666667,3.0,Medium,Senior,Senior
57,13,High School,Finance,1.0,Poor,0.07692307692307693,1.0,Low,Senior,Mid
21,7,High School,Tech,4.0,Average,0.5714285714285714,1.0,Low,Young,Junior
40,36,PhD,HR,9.0,Very Good,0.25,4.0,High,Mid-Career,Senior
52,20,Master,Tech,1.0,Poor,0.05,3.0,Low,Senior,Mid
31,1,Bachelor,Sales,4.0,Average,4.0,2.0,Low,Mid-Career,Entry
41,8,PhD,Tech,6.0,Good,0.75,4.0,Medium,Mid-Career,Junior
44,16,High School,HR,6.0,Good,0.375,1.0,Medium,Mid-Career,Mid
46,14,High School,HR,8.0,Very Good,0.5714285714285714,1.0,High,Senior,Mid
47,12,Master,Finance,1.0,Poor,0.08333333333333333,3.0,Low,Senior,Mid
35,23,High School,Tech,7.0,Good,0.30434782608695654,1.0,Medium,Mid-Career,Senior
34,15,Bachelor,HR,1.0,Poor,0.06666666666666667,2.0,Low,Mid-Career,Mid
22,28,Master,Sales,7.0,Good,0.25,3.0,Medium,Young,Senior
56,34,High School,Finance,3.0,Poor,0.08823529411764706,1.0,Low,Senior,Senior
26,2,Master,Sales,8.0,Very Good,4.0,3.0,High,Young,Entry
40,32,High School,Tech,3.0,Poor,0.09375,1.0,Low,Mid-Career,Senior
28,23,High School,Tech,1.0,Poor,0.043478260869565216,1.0,Low,Young,Senior
58,22,High School,Tech,8.0,Very Good,0.36363636363636365,1.0,High,Senior,Senior
37,25,Bachelor,Finance,3.0,Poor,0.12,2.0,Low,Mid-Career,Senior
23,22,Bachelor,HR,2.0,Poor,0.09090909090909091,2.0,Low,Young,Senior
44,22,Master,Finance,1.0,Poor,0.045454545454545456,3.0,Low,Mid-Career,Senior
33,6,High School,Sales,3.0,Poor,0.5,1.0,Low,Mid-Career,Junior
28,15,High School,Finance,2.0,Poor,0.13333333333333333,1.0,Low,Young,Mid
45,37,Bachelor,Sales,2.0,Poor,0.05405405405405406,2.0,Low,Mid-Career,Senior
21,33,High School,Finance,6.0,Good,0.18181818181818182,1.0,Medium,Young,Senior
39,8,Bachelor,HR,1.0,Poor,0.125,2.0,Low,Mid-Career,Junior
47,5,High School,Sales,2.0,Poor,0.4,1.0,Low,Senior,Entry
26,39,Master,Tech,6.0,Good,0.15384615384615385,3.0,Medium,Young,Senior
27,4,High School,Tech,3.0,Poor,0.75,1.0,Low,Young,Entry
54,6,High School,Finance,4.0,Average,0.6666666666666666,1.0,Low,Senior,Junior
33,32,PhD,Tech,1.0,Poor,0.03125,4.0,Low,Mid-Career,Senior
36,30,Bachelor,Sales,8.0,Very Good,0.26666666666666666,2.0,High,Mid-Career,Senior
55,35,High School,Tech,7.0,Good,0.2,1.0,Medium,Senior,Senior
59,16,High School,HR,7.0,Good,0.4375,1.0,Medium,Senior,Mid
23,13,PhD,HR,3.0,Poor,0.23076923076923078,4.0,Low,Young,Mid
21,30,PhD,Finance,10.0,Excellent,0.3333333333333333,4.0,High,Young,Senior
25,19,Bachelor,Sales,10.0,Excellent,0.5263157894736842,2.0,High,Young,Mid
23,17,PhD,HR,3.0,Poor,0.17647058823529413,4.0,Low,Young,Mid
48,19,Master,HR,2.0,Poor,0.10526315789473684,3.0,Low,Senior,Mid
37,28,PhD,Sales,1.0,Poor,0.03571428571428571,4.0,Low,Mid-Career,Senior
45,26,Master,Tech,7.0,Good,0.2692307692307692,3.0,Medium,Mid-Career,Senior
53,37,Bachelor,Tech,7.0,Good,0.1891891891891892,2.0,Medium,Senior,Senior
29,26,Bachelor,Finance,2.0,Poor,0.07692307692307693,2.0,Low,Young,Senior
55,23,Bachelor,Tech,7.0,Good,0.30434782608695654,2.0,Medium,Senior,Senior
33,9,Bachelor,Sales,8.0,Very Good,0.8888888888888888,2.0,High,Mid-Career,Junior
50,12,Bachelor,HR,1.0,Poor,0.08333333333333333,2.0,Low,Senior,Mid
34,1,Master,Tech,9.0,Very Good,9.0,3.0,High,Mid-Career,Entry
27,1,Master,Finance,7.0,Good,7.0,3.0,Medium,Young,Entry
33,34,Bachelor,Tech,3.0,Poor,0.08823529411764706,2.0,Low,Mid-Career,Senior
42,32,PhD,Sales,8.0,Very Good,0.25,4.0,High,Mid-Career,Senior
59,25,High School,Finance,7.0,Good,0.28,1.0,Medium,Senior,Senior
40,1,Bachelor,Tech,8.0,Very Good,8.0,2.0,High,Mid-Career,Entry
35,16,PhD,Finance,6.0,Good,0.375,4.0,Medium,Mid-Career,Mid
37,39,High School,Sales,9.0,Very Good,0.23076923076923078,1.0,High,Mid-Career,Senior
43,5,Bachelor,HR,5.0,Average,1.0,2.0,Low,Mid-Career,Entry
45,22,Bachelor,Sales,3.0,Poor,0.13636363636363635,2.0,Low,Mid-Career,Senior
44,29,Master,Sales,3.0,Poor,0.10344827586206896,3.0,Low,Mid-Career,Senior
48,3,High School,Sales,1.0,Poor,0.3333333333333333,1.0,Low,Senior,Entry
34,12,High School,Sales,8.0,Very Good,0.6666666666666666,1.0,High,Mid-Career,Mid
20,26,PhD,HR,2.0,Poor,0.07692307692307693,4.0,Low,Young,Senior
44,16,Master,HR,3.0,Poor,0.1875,3.0,Low,Mid-Career,Mid
26,37,Master,Finance,8.0,Very Good,0.21621621621621623,3.0,High,Young,Senior
28,22,Master,Tech,8.0,Very Good,0.36363636363636365,3.0,High,Young,Senior
43,29,Master,HR,4.0,Average,0.13793103448275862,3.0,Low,Mid-Career,Senior
20,14,High School,HR,4.0,Average,0.2857142857142857,1.0,Low,Young,Mid
27,28,High School,Tech,5.0,Average,0.17857142857142858,1.0,Low,Young,Senior
43,5,Bachelor,HR,6.0,Good,1.2,2.0,Medium,Mid-Career,Entry
30,30,Bachelor,Sales,5.0,Average,0.16666666666666666,2.0,Low,Mid-Career,Senior
36,5,Master,Sales,7.0,Good,1.4,3.0,Medium,Mid-Career,Entry
27,12,Master,Tech,2.0,Poor,0.16666666666666666,3.0,Low,Young,Mid
54,16,Master,Finance,7.0,Good,0.4375,3.0,Medium,Senior,Mid
54,26,Bachelor,Finance,10.0,Excellent,0.38461538461538464,2.0,High,Senior,Senior
52,26,PhD,Tech,7.0,Good,0.2692307692307692,4.0,Medium,Senior,Senior
24,21,PhD,Tech,1.0,Poor,0.047619047619047616,4.0,Low,Young,Senior
58,39,Bachelor,Sales,7.0,Good,0.1794871794871795,2.0,Medium,Senior,Senior
47,36,Bachelor,Finance,5.0,Average,0.1388888888888889,2.0,Low,Senior,Senior
26,33,Bachelor,HR,3.0,Poor,0.09090909090909091,2.0,Low,Young,Senior
28,30,Bachelor,Sales,3.0,Poor,0.1,2.0,Low,Young,Senior
27,37,Bachelor,Tech,4.0,Average,0.10810810810810811,2.0,Low,Young,Senior
31,23,Bachelor,Finance,2.0,Poor,0.08695652173913043,2.0,Low,Mid-Career,Senior
53,10,Master,HR,2.0,Poor,0.2,3.0,Low,Senior,Junior
52,5,Master,HR,1.0,Poor,0.2,3.0,Low,Senior,Entry
42,36,Master,Sales,5.0,Average,0.1388888888888889,3.0,Low,Mid-Career,Senior
43,34,Master,Finance,4.0,Average,0.11764705882352941,3.0,Low,Mid-Career,Senior
56,31,Bachelor,Finance,10.0,Excellent,0.3225806451612903,2.0,High,Senior,Senior
54,10,PhD,Tech,2.0,Poor,0.2,4.0,Low,Senior,Junior
59,19,High School,Finance,3.0,Poor,0.15789473684210525,1.0,Low,Senior,Mid
41,32,Bachelor,Finance,7.0,Good,0.21875,2.0,Medium,Mid-Career,Senior
46,1,High School,Sales,7.0,Good,7.0,1.0,Medium,Senior,Entry
54,5,PhD,Finance,4.0,Average,0.8,4.0,Low,Senior,Entry
20,4,Master,HR,5.0,Average,1.25,3.0,Low,Young,Entry
54,16,PhD,Sales,5.0,Average,0.3125,4.0,Low,Senior,Mid
56,24,Bachelor,Sales,6.0,Good,0.25,2.0,Medium,Senior,Senior
33,16,Master,Tech,9.0,Very Good,0.5625,3.0,High,Mid-Career,Mid
22,2,Bachelor,Finance,2.0,Poor,1.0,2.0,Low,Young,Entry
20,28,Master,Tech,5.0,Average,0.17857142857142858,3.0,Low,Young,Senior
24,32,High School,HR,3.0,Poor,0.09375,1.0,Low,Young,Senior
45,27,High School,Sales,4.0,Average,0.14814814814814814,1.0,Low,Mid-Career,Senior
33,20,High School,Sales,10.0,Excellent,0.5,1.0,High,Mid-Career,Mid
58,24,PhD,Sales,6.0,Good,0.25,4.0,Medium,Senior,Senior
46,12,Bachelor,HR,8.0,Very Good,0.6666666666666666,2.0,High,Senior,Mid
28,35,PhD,HR,1.0,Poor,0.02857142857142857,4.0,Low,Young,Senior
34,33,High School,Tech,10.0,Excellent,0.30303030303030304,1.0,High,Mid-Career,Senior
34,33,Bachelor,Tech,8.0,Very Good,0.24242424242424243,2.0,High,Mid-Career,Senior
45,37,High School,Tech,7.0,Good,0.1891891891891892,1.0,Medium,Mid-Career,Senior
32,12,PhD,Finance,1.0,Poor,0.08333333333333333,4.0,Low,Mid-Career,Mid
51,3,PhD,Sales,2.0,Poor,0.6666666666666666,4.0,Low,Senior,Entry
58,1,PhD,Sales,3.0,Poor,3.0,4.0,Low,Senior,Entry
51,33,High School,Tech,1.0,Poor,0.030303030303030304,1.0,Low,Senior,Senior
23,10,Bachelor,Sales,9.0,Very Good,0.9,2.0,High,Young,Junior
49,29,Bachelor,Tech,8.0,Very Good,0.27586206896551724,2.0,High,Senior,Senior
56,13,High School,Finance,2.0,Poor,0.15384615384615385,1.0,Low,Senior,Mid
42,12,Bachelor,Finance,9.0,Very Good,0.75,2.0,High,Mid-Career,Mid
58,31,High School,HR,7.0,Good,0.22580645161290322,1.0,Medium,Senior,Senior
34,2,Bachelor,Finance,9.0,Very Good,4.5,2.0,High,Mid-Career,Entry
48,35,Master,Tech,6.0,Good,0.17142857142857143,3.0,Medium,Senior,Senior
55,23,Master,Finance,6.0,Good,0.2608695652173913,3.0,Medium,Senior,Senior
32,17,PhD,HR,4.0,Average,0.23529411764705882,4.0,Low,Mid-Career,Mid
51,26,Master,Sales,10.0,Excellent,0.38461538461538464,3.0,High,Senior,Senior
26,8,Master,Tech,10.0,Excellent,1.25,3.0,High,Young,Junior
41,29,Master,Sales,2.0,Poor,0.06896551724137931,3.0,Low,Mid-Career,Senior
47,26,High School,HR,7.0,Good,0.2692307692307692,1.0,Medium,Senior,Senior
21,10,Master,HR,5.0,Average,0.5,3.0,Low,Young,Junior
25,26,Master,HR,6.0,Good,0.23076923076923078,3.0,Medium,Young,Senior
47,34,PhD,Sales,2.0,Poor,0.058823529411764705,4.0,Low,Senior,Senior
47,7,Master,Sales,5.0,Average,0.7142857142857143,3.0,Low,Senior,Junior
39,4,Master,Sales,10.0,Excellent,2.5,3.0,High,Mid-Career,Entry
49,11,Bachelor,Sales,4.0,Average,0.36363636363636365,2.0,Low,Senior,Mid
30,29,PhD,HR,9.0,Very Good,0.3103448275862069,4.0,High,Mid-Career,Senior
47,36,PhD,HR,6.0,Good,0.16666666666666666,4.0,Medium,Senior,Senior
44,25,PhD,Tech,2.0,Poor,0.08,4.0,Low,Mid-Career,Senior
58,21,PhD,Tech,1.0,Poor,0.047619047619047616,4.0,Low,Senior,Senior
52,36,PhD,Sales,5.0,Average,0.1388888888888889,4.0,Low,Senior,Senior
20,10,PhD,Finance,9.0,Very Good,0.9,4.0,High,Young,Junior
46,37,High School,Finance,6.0,Good,0.16216216216216217,1.0,Medium,Senior,Senior
32,9,Master,HR,10.0,Excellent,1.1111111111111112,3.0,High,Mid-Career,Junior
22,24,PhD,HR,7.0,Good,0.2916666666666667,4.0,Medium,Young,Senior
58,35,Master,HR,5.0,Average,0.14285714285714285,3.0,Low,Senior,Senior
25,35,Master,Tech,10.0,Excellent,0.2857142857142857,3.0,High,Young,Senior
27,36,High School,Tech,6.0,Good,0.16666666666666666,1.0,Medium,Young,Senior
46,18,PhD,HR,5.0,Average,0.2777777777777778,4.0,Low,Senior,Mid
28,39,Bachelor,HR,9.0,Very Good,0.23076923076923078,2.0,High,Young,Senior
56,32,High School,HR,6.0,Good,0.1875,1.0,Medium,Senior,Senior
52,24,Bachelor,Finance,8.0,Very Good,0.3333333333333333,2.0,High,Senior,Senior
43,23,Master,Tech,2.0,Poor,0.08695652173913043,3.0,Low,Mid-Career,Senior
34,32,Master,Finance,9.0,Very Good,0.28125,3.0,High,Mid-Career,Senior
51,37,High School,Finance,5.0,Average,0.13513513513513514,1.0,Low,Senior,Senior
51,12,High School,HR,7.0,Good,0.5833333333333334,1.0,Medium,Senior,Mid
43,13,Bachelor,HR,10.0,Excellent,0.7692307692307693,2.0,High,Mid-Career,Mid
31,23,PhD,Sales,1.0,Poor,0.043478260869565216,4.0,Low,Mid-Career,Senior
58,25,Bachelor,Sales,10.0,Excellent,0.4,2.0,High,Senior,Senior
21,35,High School,Finance,5.0,Average,0.14285714285714285,1.0,Low,Young,Senior
22,30,Bachelor,Tech,10.0,Excellent,0.3333333333333333,2.0,High,Young,Senior
56,17,High School,HR,2.0,Poor,0.11764705882352941,1.0,Low,Senior,Mid
36,20,Bachelor,HR,6.0,Good,0.3,2.0,Medium,Mid-Career,Mid
21,25,High School,Finance,1.0,Poor,0.04,1.0,Low,Young,Senior
21,22,High School,Sales,3.0,Poor,0.13636363636363635,1.0,Low,Young,Senior
47,13,High School,Tech,5.0,Average,0.38461538461538464,1.0,Low,Senior,Mid
42,19,PhD,Sales,4.0,Average,0.21052631578947367,4.0,Low,Mid-Career,Mid
56,36,Bachelor,Sales,3.0,Poor,0.08333333333333333,2.0,Low,Senior,Senior
51,12,Bachelor,Sales,10.0,Excellent,0.8333333333333334,2.0,High,Senior,Mid
52,19,Bachelor,Sales,5.0,Average,0.2631578947368421,2.0,Low,Senior,Mid
20,12,High School,HR,8.0,Very Good,0.6666666666666666,1.0,High,Young,Mid
38,9,Bachelor,HR,4.0,Average,0.4444444444444444,2.0,Low,Mid-Career,Junior
21,7,Bachelor,Sales,1.0,Poor,0.14285714285714285,2.0,Low,Young,Junior
45,28,High School,Tech,7.0,Good,0.25,1.0,Medium,Mid-Career,Senior
51,14,Master,Finance,8.0,Very Good,0.5714285714285714,3.0,High,Senior,Mid
25,31,High School,Tech,3.0,Poor,0.0967741935483871,1.0,Low,Young,Senior
51,19,Bachelor,Tech,6.0,Good,0.3157894736842105,2.0,Medium,Senior,Mid
23,16,High School,Tech,2.0,Poor,0.125,1.0,Low,Young,Mid
30,5,Master,Sales,7.0,Good,1.4,3.0,Medium,Mid-Career,Entry
36,35,High School,HR,8.0,Very Good,0.22857142857142856,1.0,High,Mid-Career,Senior
57,12,Bachelor,Tech,6.0,Good,0.5,2.0,Medium,Senior,Mid
43,25,Master,Sales,6.0,Good,0.24,3.0,Medium,Mid-Career,Senior
24,21,PhD,Tech,5.0,Average,0.23809523809523808,4.0,Low,Young,Senior
53,36,Bachelor,Tech,8.0,Very Good,0.2222222222222222,2.0,High,Senior,Senior
25,23,Master,Sales,1.0,Poor,0.043478260869565216,3.0,Low,Young,Senior
41,16,Master,HR,10.0,Excellent,0.625,3.0,High,Mid-Career,Mid
30,39,PhD,HR,4.0,Average,0.10256410256410256,4.0,Low,Mid-Career,Senior
35,39,High School,Finance,4.0,Average,0.10256410256410256,1.0,Low,Mid-Career,Senior
52,14,High School,Sales,3.0,Poor,0.21428571428571427,1.0,Low,Senior,Mid
28,31,Bachelor,Finance,3.0,Poor,0.0967741935483871,2.0,Low,Young,Senior
25,5,PhD,Finance,4.0,Average,0.8,4.0,Low,Young,Entry
35,35,High School,Finance,1.0,Poor,0.02857142857142857,1.0,Low,Mid-Career,Senior
48,23,PhD,HR,2.0,Poor,0.08695652173913043,4.0,Low,Senior,Senior
22,29,High School,Sales,9.0,Very Good,0.3103448275862069,1.0,High,Young,Senior
39,11,Master,Finance,10.0,Excellent,0.9090909090909091,3.0,High,Mid-Career,Mid
55,18,High School,Sales,2.0,Poor,0.1111111111111111,1.0,Low,Senior,Mid
38,12,PhD,Sales,5.0,Average,0.4166666666666667,4.0,Low,Mid-Career,Mid
45,9,Master,HR,9.0,Very Good,1.0,3.0,High,Mid-Career,Junior
22,10,Master,Finance,9.0,Very Good,0.9,3.0,High,Young,Junior
38,17,Master,Finance,8.0,Very Good,0.47058823529411764,3.0,High,Mid-Career,Mid
39,38,PhD,Sales,1.0,Poor,0.02631578947368421,4.0,Low,Mid-Career,Senior
51,7,Bachelor,Tech,1.0,Poor,0.14285714285714285,2.0,Low,Senior,Junior
26,13,Bachelor,HR,9.0,Very Good,0.6923076923076923,2.0,High,Young,Mid
52,9,Bachelor,HR,8.0,Very Good,0.8888888888888888,2.0,High,Senior,Junior
59,27,PhD,HR,10.0,Excellent,0.37037037037037035,4.0,High,Senior,Senior
58,2,Master,HR,9.0,Very Good,4.5,3.0,High,Senior,Entry
37,5,Bachelor,Finance,7.0,Good,1.4,2.0,Medium,Mid-Career,Entry
59,29,PhD,Finance,3.0,Poor,0.10344827586206896,4.0,Low,Senior,Senior
20,37,Bachelor,Tech,3.0,Poor,0.08108108108108109,2.0,Low,Young,Senior
30,38,High School,HR,2.0,Poor,0.05263157894736842,1.0,Low,Mid-Career,Senior
47,19,Bachelor,HR,5.0,Average,0.2631578947368421,2.0,Low,Senior,Mid
44,8,Bachelor,Sales,3.0,Poor,0.375,2.0,Low,Mid-Career,Junior
42,1,Master,Finance,6.0,Good,6.0,3.0,Medium,Mid-Career,Entry
50,22,PhD,HR,2.0,Poor,0.09090909090909091,4.0,Low,Senior,Senior
49,17,Master,Tech,3.0,Poor,0.17647058823529413,3.0,Low,Senior,Mid
54,7,Master,Tech,5.0,Average,0.7142857142857143,3.0,Low,Senior,Junior
26,25,Master,Finance,1.0,Poor,0.04,3.0,Low,Young,Senior
35,4,Master,Tech,1.0,Poor,0.25,3.0,Low,Mid-Career,Entry
45,36,Master,Tech,10.0,Excellent,0.2777777777777778,3.0,High,Mid-Career,Senior
21,6,Bachelor,Finance,9.0,Very Good,1.5,2.0,High,Young,Junior
20,31,Master,HR,7.0,Good,0.22580645161290322,3.0,Medium,Young,Senior
31,19,Master,HR,1.0,Poor,0.05263157894736842,3.0,Low,Mid-Career,Mid
24,39,PhD,Tech,8.0,Very Good,0.20512820512820512,4.0,High,Young,Senior
56,27,High School,Tech,3.0,Poor,0.1111111111111111,1.0,Low,Senior,Senior
51,10,Bachelor,HR,8.0,Very Good,0.8,2.0,High,Senior,Junior
28,26,Bachelor,Finance,5.0,Average,0.19230769230769232,2.0,Low,Young,Senior
54,19,Bachelor,Tech,1.0,Poor,0.05263157894736842,2.0,Low,Senior,Mid
38,39,Master,Sales,7.0,Good,0.1794871794871795,3.0,Medium,Mid-Career,Senior
35,3,Master,Finance,5.0,Average,1.6666666666666667,3.0,Low,Mid-Career,Entry
22,13,Master,Tech,6.0,Good,0.46153846153846156,3.0,Medium,Young,Mid
39,28,PhD,Tech,6.0,Good,0.21428571428571427,4.0,Medium,Mid-Career,Senior
43,20,High School,Sales,8.0,Very Good,0.4,1.0,High,Mid-Career,Mid
52,28,Master,Sales,9.0,Very Good,0.32142857142857145,3.0,High,Senior,Senior
43,8,High School,HR,2.0,Poor,0.25,1.0,Low,Mid-Career,Junior
30,39,PhD,Finance,9.0,Very Good,0.23076923076923078,4.0,High,Mid-Career,Senior
27,1,Bachelor,Finance,10.0,Excellent,10.0,2.0,High,Young,Entry
55,3,Master,HR,9.0,Very Good,3.0,3.0,High,Senior,Entry
57,13,High School,Finance,10.0,Excellent,0.7692307692307693,1.0,High,Senior,Mid
59,28,High School,Finance,10.0,Excellent,0.35714285714285715,1.0,High,Senior,Senior
39,25,Master,Finance,7.0,Good,0.28,3.0,Medium,Mid-Career,Senior
54,33,Bachelor,Finance,1.0,Poor,0.030303030303030304,2.0,Low,Senior,Senior
44,38,Bachelor,Finance,7.0,Good,0.18421052631578946,2.0,Medium,Mid-Career,Senior
54,6,Bachelor,Sales,10.0,Excellent,1.6666666666666667,2.0,High,Senior,Junior
44,32,PhD,Finance,5.0,Average,0.15625,4.0,Low,Mid-Career,Senior
48,21,High School,Sales,6.0,Good,0.2857142857142857,1.0,Medium,Senior,Senior
37,16,High School,Finance,10.0,Excellent,0.625,1.0,High,Mid-Career,Mid
37,21,High School,HR,7.0,Good,0.3333333333333333,1.0,Medium,Mid-Career,Senior
21,11,PhD,Tech,5.0,Average,0.45454545454545453,4.0,Low,Young,Mid
54,37,High School,Sales,7.0,Good,0.1891891891891892,1.0,Medium,Senior,Senior
35,36,PhD,Finance,9.0,Very Good,0.25,4.0,High,Mid-Career,Senior
55,35,Bachelor,HR,3.0,Poor,0.08571428571428572,2.0,Low,Senior,Senior
52,19,Master,Tech,8.0,Very Good,0.42105263157894735,3.0,High,Senior,Mid
23,20,High School,Sales,2.0,Poor,0.1,1.0,Low,Young,Mid
52,18,High School,Tech,7.0,Good,0.3888888888888889,1.0,Medium,Senior,Mid
33,14,Bachelor,HR,2.0,Poor,0.14285714285714285,2.0,Low,Mid-Career,Mid
40,15,Master,Sales,4.0,Average,0.26666666666666666,3.0,Low,Mid-Career,Mid
39,31,PhD,Tech,7.0,Good,0.22580645161290322,4.0,Medium,Mid-Career,Senior
27,1,Master,Finance,3.0,Poor,3.0,3.0,Low,Young,Entry
26,3,Bachelor,Sales,2.0,Poor,0.6666666666666666,2.0,Low,Young,Entry
22,16,Bachelor,Tech,10.0,Excellent,0.625,2.0,High,Young,Mid
36,23,Master,HR,7.0,Good,0.30434782608695654,3.0,Medium,Mid-Career,Senior
52,11,PhD,HR,1.0,Poor,0.09090909090909091,4.0,Low,Senior,Mid
31,12,PhD,Sales,8.0,Very Good,0.6666666666666666,4.0,High,Mid-Career,Mid
41,10,High School,Tech,3.0,Poor,0.3,1.0,Low,Mid-Career,Junior
41,32,PhD,Sales,2.0,Poor,0.0625,4.0,Low,Mid-Career,Senior
49,16,Master,Sales,3.0,Poor,0.1875,3.0,Low,Senior,Mid
57,8,Bachelor,Tech,5.0,Average,0.625,2.0,Low,Senior,Junior
57,38,High School,Tech,8.0,Very Good,0.21052631578947367,1.0,High,Senior,Senior
27,12,High School,Finance,10.0,Excellent,0.8333333333333334,1.0,High,Young,Mid
46,24,Bachelor,Tech,7.0,Good,0.2916666666666667,2.0,Medium,Senior,Senior
46,28,PhD,HR,7.0,Good,0.25,4.0,Medium,Senior,Senior
53,8,Bachelor,Sales,7.0,Good,0.875,2.0,Medium,Senior,Junior
40,28,PhD,Sales,8.0,Very Good,0.2857142857142857,4.0,High,Mid-Career,Senior
49,36,Bachelor,HR,1.0,Poor,0.027777777777777776,2.0,Low,Senior,Senior
52,26,Master,Tech,4.0,Average,0.15384615384615385,3.0,Low,Senior,Senior
47,8,PhD,HR,6.0,Good,0.75,4.0,Medium,Senior,Junior
52,28,Master,HR,9.0,Very Good,0.32142857142857145,3.0,High,Senior,Senior
24,28,High School,Finance,2.0,Poor,0.07142857142857142,1.0,Low,Young,Senior
38,37,Bachelor,HR,1.0,Poor,0.02702702702702703,2.0,Low,Mid-Career,Senior
23,36,High School,Sales,10.0,Excellent,0.2777777777777778,1.0,High,Young,Senior
54,27,High School,HR,2.0,Poor,0.07407407407407407,1.0,Low,Senior,Senior
36,17,High School,Sales,7.0,Good,0.4117647058823529,1.0,Medium,Mid-Career,Mid
47,9,High School,Sales,3.0,Poor,0.3333333333333333,1.0,Low,Senior,Junior
49,33,Bachelor,Sales,10.0,Excellent,0.30303030303030304,2.0,High,Senior,Senior
48,20,High School,Tech,2.0,Poor,0.1,1.0,Low,Senior,Mid
25,13,Bachelor,Finance,7.0,Good,0.5384615384615384,2.0,Medium,Young,Mid
54,28,Bachelor,Sales,2.0,Poor,0.07142857142857142,2.0,Low,Senior,Senior
56,29,Master,Sales,3.0,Poor,0.10344827586206896,3.0,Low,Senior,Senior
43,13,PhD,Tech,7.0,Good,0.5384615384615384,4.0,Medium,Mid-Career,Mid
48,35,PhD,Sales,4.0,Average,0.11428571428571428,4.0,Low,Senior,Senior
50,6,Bachelor,HR,1.0,Poor,0.16666666666666666,2.0,Low,Senior,Junior
54,18,Master,HR,5.0,Average,0.2777777777777778,3.0,Low,Senior,Mid
52,5,Bachelor,Finance,9.0,Very Good,1.8,2.0,High,Senior,Entry
40,25,Bachelor,Sales,8.0,Very Good,0.32,2.0,High,Mid-Career,Senior
51,2,Bachelor,Tech,9.0,Very Good,4.5,2.0,High,Senior,Entry
42,10,Master,HR,10.0,Excellent,1.0,3.0,High,Mid-Career,Junior
52,30,PhD,Tech,9.0,Very Good,0.3,4.0,High,Senior,Senior
22,5,Master,Tech,7.0,Good,1.4,3.0,Medium,Young,Entry
37,33,High School,HR,4.0,Average,0.12121212121212122,1.0,Low,Mid-Career,Senior
44,1,Master,Tech,5.0,Average,5.0,3.0,Low,Mid-Career,Entry
58,30,Bachelor,Sales,9.0,Very Good,0.3,2.0,High,Senior,Senior
48,11,High School,Tech,4.0,Average,0.36363636363636365,1.0,Low,Senior,Mid
34,28,Bachelor,HR,10.0,Excellent,0.35714285714285715,2.0,High,Mid-Career,Senior
27,25,High School,HR,5.0,Average,0.2,1.0,Low,Young,Senior
40,39,Bachelor,Sales,9.0,Very Good,0.23076923076923078,2.0,High,Mid-Career,Senior
